N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1180.0,KODEX 미국배당프리미엄액티브,9430.0,20.0,-0.21%,0.0,,,
1181.0,대신343 K200,33000.0,350.0,+1.07%,0.0,,,
1182.0,TIGER AI코리아그로스액티브,11585.0,150.0,+1.31%,0.0,,,
1183.0,TIGER 원유선물Enhanced(H),4255.0,110.0,-2.52%,0.0,,,
1184.0,QV S&P500 버퍼10% 9월 ETN,10370.0,0.0,0.00%,0.0,,,
1185.0,KODEX 200IT TR,11510.0,185.0,+1.63%,0.0,,,
1186.0,HANARO Fn전기&수소차,8285.0,55.0,+0.67%,0.0,,,
1187.0,미래에셋 인버스 2X 코스닥150 선물 ETN,15500.0,740.0,-4.56%,0.0,,,
1188.0,KODEX 헬스케어,11850.0,150.0,+1.28%,0.0,,,
1189.0,TIGER 테슬라채권혼합Fn,10090.0,205.0,+2.07%,0.0,,,
1190.0,미래에셋 인버스 2X 코스피200 선물 ETN,15320.0,355.0,-2.26%,0.0,,,
1191.0,TIGER 탄소효율그린뉴딜,8050.0,100.0,+1.26%,0.0,,,
1192.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,12125.0,745.0,-5.79%,0.0,,,
1193.0,TIGER 미국나스닥100TR(H),10450.0,360.0,+3.57%,0.0,,,
1194.0,미래에셋 에너지화학 Core5 ETN,15145.0,0.0,0.00%,0.0,,,
1195.0,BYC우,140400.0,0.0,0.00%,5000.0,,,
1196.0,KBSTAR 국채선물10년,51870.0,215.0,+0.42%,0.0,,,
1197.0,TIGER 미국나스닥100커버드콜(합성),9130.0,50.0,+0.55%,0.0,,,
1198.0,KBSTAR 내수주플러스,8205.0,80.0,+0.98%,0.0,,,
1199.0,KBSTAR 국채선물3년,51625.0,130.0,+0.25%,0.0,,,
1200.0,코오롱모빌리티그룹우,11960.0,330.0,-2.69%,500.0,,,
1201.0,미래에셋 레버리지 옥수수 선물 ETN,29325.0,125.0,+0.43%,0.0,,,
1202.0,신한 금 선물 ETN(H),14650.0,210.0,+1.45%,0.0,,,
1203.0,KBSTAR 국채선물10년인버스,52265.0,15.0,-0.03%,0.0,,,
1204.0,TIGER 미국나스닥100레버리지(합성),7370.0,350.0,+4.99%,0.0,,,
1205.0,ACE 미국친환경그린테마INDXX,10355.0,90.0,+0.88%,0.0,,,
1206.0,녹십자홀딩스2우,34250.0,400.0,+1.18%,500.0,,,
1207.0,KODEX KRX300,15235.0,170.0,+1.13%,0.0,,,
1208.0,TIGER 코스피고배당,13965.0,105.0,-0.75%,0.0,,,
1209.0,ACE 200TR,20630.0,235.0,+1.15%,0.0,,,
1210.0,KBSTAR 200선물인버스2X,2775.0,65.0,-2.29%,0.0,,,
1211.0,TIGER 200IT레버리지,37085.0,1665.0,+4.70%,0.0,,,
1212.0,신한 콩 선물 ETN(H),14265.0,5.0,-0.04%,0.0,,,
1213.0,TIGER S&P글로벌헬스케어(합성),18740.0,5.0,-0.03%,0.0,,,
1214.0,SOL 미국S&P500ESG,9820.0,55.0,+0.56%,0.0,,,
1215.0,모두투어리츠,3630.0,5.0,+0.14%,5000.0,61.0,1098.0,34.0
1216.0,하나 레버리지 옥수수 선물 ETN(H),28030.0,350.0,+1.26%,0.0,,,
1217.0,ARIRANG 미국장기우량회사채,84650.0,140.0,+0.17%,0.0,,,
1218.0,KODEX 고배당,9620.0,50.0,-0.52%,0.0,,,
1219.0,ACE 국고채3년,103255.0,230.0,+0.22%,0.0,,,
1220.0,대신 인버스 2X 알루미늄 선물 ETN(H),27795.0,275.0,-0.98%,0.0,,,
1221.0,KODEX 아시아반도체공급망exChina액티브,10130.0,175.0,+1.76%,0.0,,,
1222.0,미래에셋 원유선물혼합 ETN(H),27165.0,645.0,-2.32%,0.0,,,
1223.0,KODEX KRX기후변화솔루션,9695.0,150.0,+1.57%,0.0,,,
1224.0,TIGER 200TR,17990.0,205.0,+1.15%,0.0,,,
1225.0,삼성 KRX 금현물 ETN,13405.0,50.0,+0.37%,0.0,,,
1226.0,KODEX 미디어&엔터테인먼트,14090.0,290.0,+2.10%,0.0,,,
1227.0,HANARO 코스닥150,10700.0,240.0,+2.29%,0.0,,,
1228.0,KBSTAR 국채선물5년추종,48510.0,150.0,+0.31%,0.0,,,
1229.0,TIGER 농산물선물Enhanced(H),7780.0,20.0,+0.26%,0.0,,,
1230.0,TIGER Fn신재생에너지,9245.0,80.0,+0.87%,0.0,,,
1231.0,KODEX 미국S&P500에너지(합성),12630.0,260.0,-2.02%,0.0,,,
1232.0,신한 은 선물 ETN(H),13155.0,285.0,+2.21%,0.0,,,
1233.0,TIGER 차이나CSI300인버스(합성),8185.0,40.0,+0.49%,0.0,,,
1234.0,메리츠 미국채10년 ETN(H),8705.0,65.0,+0.75%,0.0,,,
1235.0,KODEX 탄소효율그린뉴딜,8125.0,110.0,+1.37%,0.0,,,
1236.0,TIGER 원유선물인버스(H),3380.0,85.0,+2.58%,0.0,,,
1237.0,ARIRANG 미국나스닥테크,19855.0,880.0,+4.64%,0.0,,,
1238.0,금호전기,934.0,0.0,0.00%,500.0,416.0,838.0,-86.0
1239.0,메리츠 레버리지 대표 농산물 선물 ETN(H),25600.0,45.0,+0.18%,0.0,,,
1240.0,신한 브렌트원유 선물 ETN(H),12800.0,320.0,-2.44%,0.0,,,
1241.0,TIGER MKF배당귀족,11130.0,20.0,-0.18%,0.0,,,
1242.0,KODEX K-로봇액티브,11785.0,120.0,+1.03%,0.0,,,
1243.0,삼성 레버리지 코스피200 선물 ETN,25280.0,775.0,+3.16%,0.0,,,
1244.0,TIGER 200 헬스케어,17070.0,270.0,+1.61%,0.0,,,
1245.0,TIGER 삼성그룹펀더멘털,11080.0,35.0,-0.31%,0.0,,,
1246.0,TIGER KRX기후변화솔루션,9685.0,110.0,+1.15%,0.0,,,
1247.0,신한 레버리지 코스피 200 선물 ETN,25170.0,645.0,+2.63%,0.0,,,
1248.0,KODEX 미국러셀2000(H),12515.0,190.0,+1.54%,0.0,,,
1249.0,ACE ESG액티브,7470.0,140.0,+1.91%,0.0,,,
1250.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),24520.0,940.0,+3.99%,0.0,,,
1251.0,SOL 글로벌탄소배출권선물IHS(합성),12210.0,150.0,+1.24%,0.0,,,
1252.0,QV 인버스 미국 IT TOP5 ETN(H),12195.0,340.0,-2.71%,0.0,,,
1253.0,KODEX S&P글로벌인프라(합성),13565.0,35.0,-0.26%,0.0,,,
1254.0,KTOP K200액티브,10120.0,115.0,+1.15%,0.0,,,
1255.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,12120.0,795.0,-6.16%,0.0,,,
1256.0,신한 레버리지 미국달러 선물 ETN,12045.0,225.0,-1.83%,0.0,,,
1257.0,KODEX 코스피대형주,12000.0,100.0,+0.84%,0.0,,,
1258.0,TIGER 구리실물,10200.0,40.0,-0.39%,0.0,,,
1259.0,신한 옥수수 선물 ETN(H),11960.0,165.0,+1.40%,0.0,,,
1260.0,KB 레버리지 항셍테크 선물 ETN(H) B,23915.0,2005.0,+9.15%,0.0,,,
1261.0,하이트론,2470.0,0.0,0.00%,500.0,275.0,474.0,-150.0
1262.0,ARIRANG K방산Fn,10275.0,15.0,+0.15%,0.0,,,
1263.0,ACE 친환경자동차밸류체인액티브,9435.0,135.0,+1.45%,0.0,,,
1264.0,메리츠 레버리지 국채30년 ETN,5860.0,105.0,+1.82%,0.0,,,
1265.0,KBSTAR 국고채3년,109265.0,90.0,+0.08%,0.0,,,
1266.0,코아스,756.0,2.0,+0.27%,500.0,1108.0,793.0,-47.0
1267.0,삼성 레버리지 코스닥150 선물 ETN,23330.0,1020.0,+4.57%,0.0,,,
1268.0,TRUE 레버리지 코스닥 150 선물 ETN,23295.0,1025.0,+4.60%,0.0,,,
1269.0,하나 레버리지 코스닥150 선물 ETN,23290.0,1415.0,+6.47%,0.0,,,
1270.0,ARIRANG 미국단기우량회사채,101020.0,360.0,-0.36%,0.0,,,
1271.0,HANARO 단기채권액티브,102155.0,50.0,+0.05%,0.0,,,
1272.0,신한 인버스 코스닥 150 선물 ETN,11590.0,290.0,-2.44%,0.0,,,
1273.0,TIGER KRX게임K-뉴딜,6520.0,120.0,+1.88%,0.0,,,
1274.0,대신 레버리지 코스닥 150 선물 ETN,23140.0,1450.0,+6.69%,0.0,,,
1275.0,미래에셋 인버스 코스닥150 선물 ETN,11565.0,290.0,-2.45%,0.0,,,
1276.0,미래에셋 인버스 코스피200 선물 ETN,11510.0,145.0,-1.24%,0.0,,,
1277.0,신한 인버스 코스피 200 선물 ETN,11495.0,190.0,-1.63%,0.0,,,
1278.0,KBSTAR 비메모리반도체액티브,7815.0,155.0,+2.02%,0.0,,,
1279.0,메리츠 레버리지 인플레이션 국채 ETN,11380.0,85.0,+0.75%,0.0,,,
1280.0,TRUE 레버리지 금 선물 ETN,22625.0,0.0,0.00%,0.0,,,
1281.0,KBSTAR 미국S&P원유생산기업(합성 H),6270.0,100.0,-1.57%,0.0,,,
1282.0,SOL 국고채10년,105320.0,455.0,+0.43%,0.0,,,
1283.0,KODEX 에너지화학,15795.0,105.0,+0.67%,0.0,,,
1284.0,TIGER 일본엔선물,9210.0,15.0,+0.16%,0.0,,,
1285.0,삼성중공우,191400.0,6100.0,-3.09%,1000.0,,,
1286.0,대덕전자1우,10380.0,0.0,0.00%,500.0,,,
1287.0,메리츠 인플레이션 국채 ETN,10855.0,45.0,+0.42%,0.0,,,
1288.0,대상우,15840.0,60.0,-0.38%,1000.0,,,
1289.0,신한 S&P500 VIX S/T 선물 ETN C,4340.0,230.0,-5.03%,0.0,,,
1290.0,KODEX TRF5050,12000.0,30.0,+0.25%,0.0,,,
1291.0,삼성 코스피 풋매도 4% OTM ETN,10795.0,0.0,0.00%,0.0,,,
1292.0,메리츠 레버리지 금 선물 ETN(H),21540.0,595.0,+2.84%,0.0,,,
1293.0,키움 인버스 미국달러선물 ETN,10755.0,0.0,0.00%,0.0,,,
1294.0,KODEX 미국채10년선물,10750.0,45.0,-0.42%,0.0,,,
1295.0,하나 Solactive 2X US Tech Top 10 ETN(H),21345.0,0.0,0.00%,0.0,,,
1296.0,코리아써우,7190.0,0.0,0.00%,500.0,,,
1297.0,TIGER 차이나반도체FACTSET,6615.0,70.0,+1.07%,0.0,,,
1298.0,솔루스첨단소재2우B,11170.0,170.0,+1.55%,100.0,,,
1299.0,KODEX 배당성장채권혼합,11720.0,35.0,+0.30%,0.0,,,
1300.0,QV 레버리지 금 선물 ETN(H),21085.0,0.0,0.00%,0.0,,,
1301.0,ACE 아시아TOP50S&P,12750.0,35.0,+0.28%,0.0,,,
1302.0,KBSTAR 글로벌4차산업IT(합성 H),18285.0,370.0,+2.07%,0.0,,,
1303.0,신한 K200 USD 선물 바이셀 ETN,10485.0,250.0,+2.44%,0.0,,,
1304.0,하나 Solactive US Tech Top 10 ETN(H),10425.0,0.0,0.00%,0.0,,,
1305.0,미래에셋 미디어엔터 Core5 ETN,10425.0,0.0,0.00%,0.0,,,
1306.0,KODEX K-친환경선박액티브,10405.0,55.0,-0.53%,0.0,,,
1307.0,신한 다우존스지수 선물 ETN(H),20735.0,0.0,0.00%,0.0,,,
1308.0,메리츠 인버스 천연가스 선물 ETN(H),20650.0,1850.0,+9.84%,0.0,,,
1309.0,KODEX TRF7030,12850.0,140.0,-1.08%,0.0,,,
1310.0,KODEX 삼성전자채권혼합Wise,10270.0,100.0,+0.98%,0.0,,,
1311.0,TIGER KRX2차전지K-뉴딜레버리지,7740.0,135.0,+1.78%,0.0,,,
1312.0,대신 레버리지 KRX 금현물 ETN,20460.0,0.0,0.00%,0.0,,,
1313.0,코오롱글로벌우,27500.0,700.0,-2.48%,5000.0,,,
1314.0,KBSTAR 200선물레버리지,14465.0,335.0,+2.37%,0.0,,,
1315.0,TIGER 글로벌멀티에셋TIF액티브,9195.0,40.0,-0.43%,0.0,,,
1316.0,미래에셋 인버스 천연가스 선물 ETN(H),20210.0,1410.0,+7.50%,0.0,,,
1317.0,TIGER 인도니프티50레버리지(합성),21295.0,800.0,-3.62%,0.0,,,
1318.0,대신 밀 선물 ETN(H),10005.0,10.0,+0.10%,0.0,,,
1319.0,ARIRANG 코스피50,22925.0,300.0,+1.33%,0.0,,,
1320.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1990.0,5.0,-0.25%,0.0,,,
1321.0,QV iSelect 글로벌 EMP ETN(H),9935.0,0.0,0.00%,0.0,,,
1322.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),19860.0,970.0,+5.13%,0.0,,,
1323.0,HANARO Fn K-POP&미디어,8620.0,5.0,+0.06%,0.0,,,
1324.0,메리츠 인버스 국채3년 ETN,9855.0,0.0,0.00%,0.0,,,
1325.0,TRUE 레버리지 플래티넘 선물 ETN,19665.0,140.0,-0.71%,0.0,,,
1326.0,하나 S&P 인버스 2X WTI원유 선물 ETN,19570.0,745.0,+3.96%,0.0,,,
1327.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,19545.0,750.0,+3.99%,0.0,,,
1328.0,메리츠 국채10년 ETN,9770.0,45.0,+0.46%,0.0,,,
1329.0,KB S&P 인버스 2X WTI원유 선물 ETN,19525.0,715.0,+3.80%,0.0,,,
1330.0,QV 블룸버그 -2X WTI원유선물 ETN,19470.0,680.0,+3.62%,0.0,,,
1331.0,LX하우시스우,18800.0,200.0,+1.08%,5000.0,,,
1332.0,비케이탑스,904.0,0.0,0.00%,500.0,248.0,1081.0,-103.0
1333.0,신한 레버리지 구리 선물 ETN,19180.0,440.0,-2.24%,0.0,,,
1334.0,WOORI 대한민국국고채액티브,51520.0,170.0,+0.33%,0.0,,,
1335.0,TIGER 우량가치,11335.0,40.0,-0.35%,0.0,,,
1336.0,코오롱우,17340.0,170.0,-0.97%,5000.0,,,
1337.0,ACE 러시아MSCI(합성),10070.0,0.0,0.00%,0.0,,,
1338.0,신한 FnGuide 치킨 ETN,9305.0,35.0,+0.38%,0.0,,,
1339.0,하이트진로2우B,16390.0,70.0,-0.43%,5000.0,,,
1340.0,메리츠 미국 인플레이션 국채 ETN(H),9160.0,80.0,+0.88%,0.0,,,
1341.0,넥센타이어1우B,2810.0,5.0,-0.18%,500.0,,,
1342.0,TRUE 인버스 2X 구리 선물 ETN,18070.0,0.0,0.00%,0.0,,,
1343.0,NPC우,3420.0,20.0,+0.59%,500.0,,,
1344.0,KODEX 배당성장,13370.0,10.0,+0.07%,0.0,,,
1345.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),120.0,5.0,+4.35%,0.0,,,
1346.0,TIGER 미국나스닥100TR채권혼합Fn,10240.0,90.0,+0.89%,0.0,,,
1347.0,KODEX 코스피100,25515.0,330.0,+1.31%,0.0,,,
1348.0,TRUE 레버리지 구리 선물 ETN,17660.0,0.0,0.00%,0.0,,,
1349.0,일정실업,14690.0,70.0,-0.47%,5000.0,318.0,413.0,-81.0
1350.0,TRUE 인버스 2X 금 선물 ETN,17620.0,680.0,-3.72%,0.0,,,
1351.0,KODEX 200롱코스닥150숏선물,11000.0,85.0,-0.77%,0.0,,,
1352.0,QV 인버스 레버리지 구리 선물 ETN(H),17380.0,155.0,+0.90%,0.0,,,
1353.0,KODEX 게임산업,8665.0,185.0,+2.18%,0.0,,,
1354.0,메리츠 인버스 2X 구리 선물 ETN(H),17285.0,25.0,+0.14%,0.0,,,
1355.0,TRUE 레버리지 은 선물 ETN,17240.0,545.0,+3.26%,0.0,,,
1356.0,KODEX 글로벌4차산업로보틱스(합성),15700.0,465.0,+3.05%,0.0,,,
1357.0,LX홀딩스1우,11720.0,60.0,-0.51%,1000.0,,,
1358.0,하나 인버스 2X 구리 선물 ETN(H),17110.0,5.0,+0.03%,0.0,,,
1359.0,유유제약1우,7540.0,60.0,+0.80%,1000.0,,,
1360.0,한진칼우,31800.0,400.0,+1.27%,2500.0,,,
1361.0,미래에셋 레버리지 은 선물 ETN,17065.0,470.0,+2.83%,0.0,,,
1362.0,한화우,35600.0,500.0,-1.39%,5000.0,,,
1363.0,ARIRANG 미국다우존스고배당주(합성 H),16565.0,75.0,+0.45%,0.0,,,
1364.0,미래에셋 코스피200 선물 ETN,8485.0,105.0,+1.25%,0.0,,,
1365.0,메리츠 인버스 2X 금 선물 ETN(H),16955.0,465.0,-2.67%,0.0,,,
1366.0,삼성 레버리지 항셍테크 ETN(H),2820.0,60.0,+2.17%,0.0,,,
1367.0,QV 레버리지 구리 선물 ETN(H),16820.0,0.0,0.00%,0.0,,,
1368.0,삼양홀딩스우,55200.0,0.0,0.00%,5000.0,,,
1369.0,KBSTAR 200선물인버스,5990.0,70.0,-1.16%,0.0,,,
1370.0,KODEX 필수소비재,7605.0,60.0,+0.80%,0.0,,,
1371.0,메리츠 레버리지 구리 선물 ETN(H),16730.0,160.0,-0.95%,0.0,,,
1372.0,하나 레버리지 구리 선물 ETN(H),16715.0,0.0,0.00%,0.0,,,
1373.0,신한 코스피 200 ETN,8340.0,150.0,+1.83%,0.0,,,
1374.0,삼성 레버리지 구리 선물 ETN(H),16670.0,305.0,-1.80%,0.0,,,
1375.0,ARIRANG ESG성장주액티브,7575.0,90.0,+1.20%,0.0,,,
1376.0,QV 인버스 레버리지 금 선물 ETN(H),16585.0,430.0,-2.53%,0.0,,,
1377.0,KODEX 미국나스닥100(H),10355.0,360.0,+3.60%,0.0,,,
1378.0,TIMEFOLIO 이노베이션액티브,7880.0,135.0,+1.74%,0.0,,,
1379.0,대신 철광석 선물 ETN(H) B,16485.0,450.0,-2.66%,0.0,,,
1380.0,메리츠 레버리지 은 선물 ETN(H),16380.0,680.0,+4.33%,0.0,,,
1381.0,KOSEF 미국달러선물인버스2X,7060.0,130.0,+1.88%,0.0,,,
1382.0,QV 레버리지 은 선물 ETN(H),16340.0,700.0,+4.48%,0.0,,,
1383.0,미래에셋 Q150 Core5 ETN,8155.0,0.0,0.00%,0.0,,,
1384.0,에이리츠,3635.0,30.0,-0.82%,5000.0,73.0,941.0,46.0
1385.0,TIGER 유로스탁스배당30,11555.0,100.0,+0.87%,0.0,,,
1386.0,KODEX 미국S&P500(H),10110.0,145.0,+1.46%,0.0,,,
1387.0,에셋플러스 코리아플랫폼액티브,6735.0,115.0,+1.74%,0.0,,,
1388.0,미래에셋 인버스 2X 은 선물 ETN,16155.0,890.0,-5.22%,0.0,,,
1389.0,TRUE 인버스 2X 은 선물 ETN,16095.0,950.0,-5.57%,0.0,,,
1390.0,메리츠 미국레버리지 인플레이션국채ETN(H),8045.0,160.0,+2.03%,0.0,,,
1391.0,대한제당우,2470.0,20.0,+0.82%,500.0,,,
1392.0,QV 인버스 레버리지 은 선물 ETN(H),16000.0,0.0,0.00%,0.0,,,
1393.0,KODEX MSCI KOREA ESG유니버설,9975.0,180.0,+1.84%,0.0,,,
1394.0,KODEX 다우존스미국리츠(H),12750.0,150.0,+1.19%,0.0,,,
1395.0,KODEX 보험,7230.0,280.0,-3.73%,0.0,,,
1396.0,티와이홀딩스우,12620.0,40.0,+0.32%,500.0,,,
1397.0,TIGER 200 금융,6785.0,90.0,-1.31%,0.0,,,
1398.0,메리츠 레버리지 미국채30년 ETN(H),7840.0,155.0,+2.02%,0.0,,,
1399.0,TIGER 차이나항셍테크레버리지(합성 H),11010.0,260.0,+2.42%,0.0,,,
1400.0,미래에셋 코스닥150 선물 ETN,7785.0,230.0,+3.04%,0.0,,,
1401.0,KODEX 200가치저변동,9730.0,10.0,+0.10%,0.0
1402.0,HANARO Fn K-게임,5270.0,100.0,+1.93%,0.0
1403.0,TRUE 인버스 2X 코스닥 150 선물 ETN,15495.0,755.0,-4.65%,0.0
1404.0,대신 인버스 2X 코스닥 150 선물 ETN,15470.0,790.0,-4.86%,0.0
1405.0,TIGER MSCI KOREA ESG리더스,8890.0,45.0,+0.51%,0.0
1406.0,하나 인버스 2X 코스닥150 선물 ETN,15460.0,790.0,-4.86%,0.0
1407.0,TRUE S&P 유럽탄소배출권 선물 ETN(H),15425.0,425.0,+2.83%,0.0
1408.0,신한 인버스 2X 코스피 200 선물 ETN,15375.0,445.0,-2.81%,0.0
1409.0,메리츠 인버스 2X 은 선물 ETN(H),15310.0,720.0,-4.49%,0.0
1410.0,삼성 인버스 2X 코스피200 선물 ETN,15280.0,410.0,-2.61%,0.0
1411.0,메리츠 S&P 유럽탄소배출권 선물 ETN,15280.0,495.0,+3.35%,0.0
1412.0,FOCUS KRX300,15255.0,200.0,+1.33%,0.0
1413.0,신한 인버스 WTI원유 선물 ETN(H),3045.0,65.0,+2.18%,0.0
1414.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,15225.0,465.0,+3.15%,0.0
1415.0,TIGER 200 에너지화학,16190.0,85.0,+0.53%,0.0
1416.0,TIGER 글로벌자원생산기업(합성 H),16880.0,85.0,+0.51%,0.0
1417.0,TIGER 국고채30년스트립액티브,50615.0,535.0,+1.07%,0.0
1418.0,KB 인버스 2X 나스닥 100 ETN,7540.0,425.0,-5.34%,0.0
1419.0,ACE 코스닥150,10750.0,210.0,+1.99%,0.0
1420.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),15045.0,0.0,0.00%,0.0
1421.0,ACE 미국다우존스리츠(합성 H),83445.0,295.0,+0.35%,0.0
1422.0,TRUE 인버스 2X 플래티넘 선물 ETN,14895.0,140.0,-0.93%,0.0
1423.0,QV 미국 IT TOP5 ETN(H),21170.0,750.0,+3.67%,0.0
1424.0,메리츠 인버스 2X KRX300 선물 ETN,14770.0,325.0,-2.15%,0.0
1425.0,메리츠 인버스 2X 국채30년 ETN,14750.0,145.0,-0.97%,0.0
1426.0,신한 코스닥 150 ETN,7345.0,220.0,+3.09%,0.0
1427.0,TIGER 단기선진하이일드(합성 H),12215.0,80.0,+0.66%,0.0
1428.0,TIGER K게임,9450.0,195.0,+2.11%,0.0
1429.0,KODEX Fn시스템반도체,7675.0,170.0,+2.27%,0.0
1430.0,KOSEF 미국달러선물레버리지,10180.0,180.0,-1.74%,0.0
1431.0,TRUE FTSE100 ETN,14550.0,85.0,-0.58%,0.0
1432.0,신한 FnGuide 폐기물처리 ETN,7215.0,70.0,+0.98%,0.0
1433.0,SOL 유럽탄소배출권선물S&P(H),14340.0,375.0,+2.69%,0.0
1434.0,미래에셋 인버스 미디어엔터 Core5 ETN,14340.0,65.0,-0.45%,0.0
1435.0,KODEX 3대농산물선물(H),12835.0,65.0,+0.51%,0.0
1436.0,KBSTAR 차이나HSCEI(H),8855.0,5.0,-0.06%,0.0
1437.0,KBSTAR 채권혼합,58835.0,485.0,+0.83%,0.0
1438.0,KODEX 기계장비,5555.0,65.0,+1.18%,0.0
1439.0,KBSTAR 중국MSCI China(H),9730.0,95.0,+0.99%,0.0
1440.0,삼성 인버스 2X 항셍테크 ETN(H),7005.0,190.0,-2.64%,0.0
1441.0,TIMEFOLIO Korea플러스배당액티브,10280.0,75.0,-0.72%,0.0
1442.0,KODEX 미국ETF산업Top10 Indxx,11085.0,50.0,+0.45%,0.0
1443.0,마이티 다이나믹퀀트액티브,11140.0,80.0,+0.72%,0.0
1444.0,KBSTAR V&S셀렉트밸류채권혼합,11475.0,55.0,+0.48%,0.0
1445.0,TIMEFOLIO 탄소중립액티브,9100.0,55.0,+0.61%,0.0
1446.0,VITA MZ소비액티브,8010.0,80.0,+1.01%,0.0
1447.0,KODEX 운송,5035.0,15.0,-0.30%,0.0
1448.0,ARIRANG 우주항공&UAM iSelect,10035.0,35.0,+0.35%,0.0
1449.0,TIGER 배당성장,16535.0,85.0,+0.52%,0.0
1450.0,KODEX 최소변동성,11160.0,0.0,0.00%,0.0
1451.0,KBSTAR 글로벌클린에너지S&P,9565.0,75.0,+0.79%,0.0
1452.0,KBSTAR 글로벌메타버스Moorgate,7560.0,130.0,+1.75%,0.0
1453.0,SK증권우,3380.0,210.0,-5.85%,500.0
1454.0,메리츠 인버스 2X 미국채10년 ETN(H),13100.0,180.0,-1.36%,0.0
1455.0,신한 인버스 2X 미국달러 선물 ETN,6530.0,140.0,+2.19%,0.0
1456.0,KBSTAR 헬스케어채권혼합,10815.0,30.0,+0.28%,0.0
1457.0,ACE 일본Nikkei225(H),18415.0,10.0,+0.05%,0.0
1458.0,KBSTAR 5대그룹주,6380.0,80.0,+1.27%,0.0
1459.0,KODEX 구리선물(H),7505.0,45.0,-0.60%,0.0
1460.0,TIGER 200동일가중,11010.0,0.0,0.00%,0.0
1461.0,KB 레버리지 KOSPI 200 선물 ETN,25310.0,745.0,+3.03%,0.0
1462.0,TIGER 200 철강소재,8530.0,25.0,-0.29%,0.0
1463.0,메리츠 인버스 국채30년 ETN,12550.0,80.0,-0.63%,0.0
1464.0,KODEX 미국S&P500산업재(합성),21825.0,90.0,+0.41%,0.0
1465.0,KODEX TDF2050액티브,10410.0,65.0,+0.63%,0.0
1466.0,BNK 주주가치액티브,11335.0,45.0,+0.40%,0.0
1467.0,JW중외제약2우B,62200.0,1000.0,+1.63%,2500.0
1468.0,대신 S&P 인버스 WTI원유 선물 ETN,12415.0,175.0,+1.43%,0.0
1469.0,ACE 골드선물 레버리지(합성 H),17705.0,490.0,+2.85%,0.0
1470.0,신한 인버스 금 선물 ETN(H),6165.0,85.0,-1.36%,0.0
1471.0,TIGER 코스닥150선물인버스,5135.0,130.0,-2.47%,0.0
1472.0,KODEX 코스닥150롱코스피200숏선물,8200.0,80.0,+0.99%,0.0
1473.0,신한 인버스 2X 구리 선물 ETN,2455.0,5.0,+0.20%,0.0
1474.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),12275.0,700.0,-5.39%,0.0
1475.0,KODEX 200exTOP,11120.0,0.0,0.00%,0.0
1476.0,삼성 인버스 2X 구리 선물 ETN(H),2445.0,25.0,+1.03%,0.0
1477.0,넥센우,3395.0,50.0,+1.49%,500.0
1478.0,KB S&P 레버리지 WTI원유 선물 ETN(H),12215.0,710.0,-5.49%,0.0
1479.0,KOSEF 국고채10년레버리지,110620.0,665.0,+0.60%,0.0
1480.0,ARIRANG 고배당주채권혼합,11060.0,30.0,-0.27%,0.0
1481.0,신한 인버스 옥수수 선물 ETN(H),6070.0,20.0,-0.33%,0.0
1482.0,KODEX KRX300레버리지,12120.0,365.0,+3.11%,0.0
1483.0,TRUE 레버리지 유로스탁스50 ETN(H) B,12115.0,155.0,+1.30%,0.0
1484.0,QV 블룸버그 2X WTI원유선물 ETN,12110.0,745.0,-5.80%,0.0
1485.0,하나 S&P 레버리지 WTI원유 선물 ETN,12105.0,805.0,-6.24%,0.0
1486.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,12095.0,790.0,-6.13%,0.0
1487.0,신한 FnGuide 메타버스 ETN,6040.0,140.0,+2.37%,0.0
1488.0,신한 블룸버그 2X 천연가스 선물 ETN(H),2415.0,480.0,-16.58%,0.0
1489.0,TIGER 로우볼,12065.0,100.0,-0.82%,0.0
1490.0,KODEX 미국클린에너지나스닥,9270.0,140.0,+1.53%,0.0
1491.0,신한 USD K200 선물 바이셀 ETN,5955.0,140.0,-2.30%,0.0
1492.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),11905.0,80.0,-0.67%,0.0
1493.0,메리츠 대표 농산물 선물 ETN(H),11895.0,40.0,+0.34%,0.0
1494.0,TIGER 유로스탁스레버리지(합성 H),9145.0,130.0,+1.44%,0.0
1495.0,TIGER 미국달러선물레버리지,10805.0,200.0,-1.82%,0.0
1496.0,신한 인버스 콩 선물 ETN(H),5920.0,35.0,+0.59%,0.0
1497.0,HANARO 글로벌탄소배출권선물ICE(합성),11810.0,195.0,+1.68%,0.0
1498.0,대신 2X 철광석 선물 ETN(H),11755.0,420.0,-3.45%,0.0
1499.0,삼성 인버스 2X 은 선물 ETN(H),1170.0,55.0,-4.49%,0.0
